change_key	change	package
depends	->conda >=4.5,<4.13.0	conda-build-3.21.6-py39hca03da5_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.6-py39hd43f75c_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.6-py39hecd8cb5_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py37h06a4308_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py37haa95532_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py37haa95532_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py37hd43f75c_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py37hecd8cb5_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py38h06a4308_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py38haa95532_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py38haa95532_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py38hca03da5_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py38hd43f75c_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py38hecd8cb5_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py39h06a4308_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py39haa95532_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py39haa95532_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py39hca03da5_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py39hd43f75c_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.7-py39hecd8cb5_0.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py310h06a4308_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py310haa95532_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py310hca03da5_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py310hd43f75c_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py310hecd8cb5_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py37h06a4308_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py37h06a4308_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py37haa95532_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py37haa95532_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py37hd43f75c_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py37hd43f75c_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py37hecd8cb5_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py37hecd8cb5_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38h06a4308_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38h06a4308_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38haa95532_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38haa95532_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38hca03da5_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38hca03da5_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38hd43f75c_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38hd43f75c_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38hecd8cb5_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py38hecd8cb5_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39h06a4308_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39h06a4308_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39haa95532_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39haa95532_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39hca03da5_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39hca03da5_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39hd43f75c_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39hd43f75c_2.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39hecd8cb5_1.tar.bz2
depends	->conda >=4.5,<4.13.0	conda-build-3.21.8-py39hecd8cb5_2.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.0-py27_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.0-py36_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.0-py37_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.1-py36_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.1-py37_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.1-py38_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.2-py36_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.2-py37_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.2-py37hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.2-py38_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.2-py38hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.0.2-py39hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py36h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py36haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py36hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py37h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py37haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py37hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py38h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py38haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py38hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py39h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py39haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.0-py39hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py310h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py310haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py310hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py310hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py36h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py36haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py36hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py37h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py37haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py37hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py37hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py38h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py38haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py38hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py38hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py39h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py39haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py39hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.2.1-py39hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py310h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py310haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py310hca03da5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py310hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py310hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py37h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py37haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py37hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py37hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py38h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py38haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py38hca03da5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py38hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py38hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py39h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py39haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py39hca03da5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py39hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.3.1-py39hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py310h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py310haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py310hca03da5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py310hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py310hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py37h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py37haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py37hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py37hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py38h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py38haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py38hca03da5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py38hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py38hecd8cb5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py39h06a4308_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py39haa95532_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py39hca03da5_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py39hd43f75c_0.tar.bz2
depends	->conda >=4.6,<23.1.0a0	constructor-3.4.1-py39hecd8cb5_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py36h06a4308_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py36haa95532_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py36hecd8cb5_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py37h06a4308_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py37haa95532_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py37hecd8cb5_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py38h06a4308_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py38haa95532_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py38hecd8cb5_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py39h06a4308_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py39haa95532_0.tar.bz2
depends	->cookiecutter >=1.6.0	spyder-5.0.0-py39hecd8cb5_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.1-pyhd3eb1b0_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py310h06a4308_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py310haa95532_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py310hca03da5_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py310hd43f75c_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py310hecd8cb5_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py311h06a4308_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py311haa95532_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py311hca03da5_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py311hd43f75c_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py311hecd8cb5_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py37h06a4308_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py37haa95532_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py37hd43f75c_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py37hecd8cb5_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py38h06a4308_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py38haa95532_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py38hca03da5_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py38hd43f75c_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py38hecd8cb5_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py39h06a4308_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py39haa95532_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py39hca03da5_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py39hd43f75c_0.tar.bz2
depends	->cryptography <41.0.0a0	conda-content-trust-0.1.3-py39hecd8cb5_0.tar.bz2
depends	->cuda-version >=12,<=12.1	cudnn-8.9.2.26-cuda12_0.tar.bz2
depends	->cuda-version >=12,<=12.4	cudnn-9.1.1.17-cuda12_0.tar.bz2
depends	->cuda-version >=12,<=12.4	cudnn-9.1.1.17-cuda12_1.tar.bz2
depends	->cudatoolkit 9.0.*	cupti-9.0.176-0.tar.bz2
depends	->cudatoolkit >=10.0.130,<10.1.0a0	cupy-5.1.0-py27hc0ce245_0.tar.bz2
depends	->cudatoolkit >=10.0.130,<10.1.0a0	cupy-5.1.0-py36hc0ce245_0.tar.bz2
depends	->cudatoolkit >=10.0.130,<10.1.0a0	cupy-5.1.0-py37hc0ce245_0.tar.bz2
depends	->cudatoolkit >=10.0.130,<10.1.0a0	cupy-6.0.0-py27hc0ce245_0.tar.bz2
depends	->cudatoolkit >=10.0.130,<10.1.0a0	cupy-6.0.0-py36h230ac6f_0.tar.bz2
depends	->cudatoolkit >=10.0.130,<10.1.0a0	cupy-6.0.0-py36hc0ce245_0.tar.bz2
depends	->cudatoolkit >=10.0.130,<10.1.0a0	cupy-6.0.0-py37h230ac6f_0.tar.bz2
depends	->cudatoolkit >=10.0.130,<10.1.0a0	cupy-6.0.0-py37hc0ce245_0.tar.bz2
depends	->cudatoolkit >=10.0.130,<10.1.0a0	nccl-1.3.5-cuda10.0_0.tar.bz2
depends	->cudatoolkit >=9.0,<9.1.0a0	cupy-5.1.0-py27h686fdb1_0.tar.bz2
depends	->cudatoolkit >=9.0,<9.1.0a0	cupy-5.1.0-py36h686fdb1_0.tar.bz2
depends	->cudatoolkit >=9.0,<9.1.0a0	cupy-5.1.0-py37h686fdb1_0.tar.bz2
depends	->cudatoolkit >=9.0,<9.1.0a0	cupy-6.0.0-py27h686fdb1_0.tar.bz2
depends	->cudatoolkit >=9.0,<9.1.0a0	cupy-6.0.0-py36h686fdb1_0.tar.bz2
depends	->cudatoolkit >=9.0,<9.1.0a0	cupy-6.0.0-py36hb633afd_0.tar.bz2
depends	->cudatoolkit >=9.0,<9.1.0a0	cupy-6.0.0-py37h686fdb1_0.tar.bz2
depends	->cudatoolkit >=9.0,<9.1.0a0	cupy-6.0.0-py37hb633afd_0.tar.bz2
depends	->cudatoolkit >=9.2,<9.3.0a0	cupy-5.1.0-py27hc15394e_0.tar.bz2
depends	->cudatoolkit >=9.2,<9.3.0a0	cupy-5.1.0-py36hc15394e_0.tar.bz2
depends	->cudatoolkit >=9.2,<9.3.0a0	cupy-5.1.0-py37hc15394e_0.tar.bz2
depends	->cudatoolkit >=9.2,<9.3.0a0	cupy-6.0.0-py27hc15394e_0.tar.bz2
depends	->cudatoolkit >=9.2,<9.3.0a0	cupy-6.0.0-py36hc15394e_0.tar.bz2
depends	->cudatoolkit >=9.2,<9.3.0a0	cupy-6.0.0-py37hc15394e_0.tar.bz2
depends	->cudatoolkit >=9.2,<9.3.0a0	nccl-1.3.5-cuda9.2_0.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py27h37b1cb2_3.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py27h960b796_3.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py27hdfd716b_2.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py27he096b04_2.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py35h37b1cb2_3.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py35h960b796_3.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py35hdfd716b_2.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py35he096b04_2.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py36h37b1cb2_3.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py36h960b796_3.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py36hdfd716b_2.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	caffe-gpu-1.0-py36he096b04_2.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	pytorch-0.3.0-py27cuda8.0cudnn7.0_0.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	pytorch-0.3.0-py35cuda8.0cudnn7.0_0.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	pytorch-0.3.0-py36cuda8.0cudnn7.0_0.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	tensorflow-base-1.9.0-gpu_py27h9f529ab_0.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	tensorflow-base-1.9.0-gpu_py35h9f529ab_0.tar.bz2
depends	->cudnn >=7.0.0,<=8.0a0	tensorflow-base-1.9.0-gpu_py36h9f529ab_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	cupy-4.0.0-py27hef69808_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	cupy-4.0.0-py35hef69808_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	cupy-4.0.0-py36hef69808_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	cupy-4.1.0-py27had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	cupy-4.1.0-py35had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	cupy-4.1.0-py36had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	libmxnet-1.2.1-gpu_mkl_h3d71631_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	libmxnet-1.2.1-gpu_openblas_h1d4bbbf_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	pytorch-0.3.1-py27had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	pytorch-0.3.1-py27hfbe7015_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	pytorch-0.3.1-py35had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	pytorch-0.3.1-py35hfbe7015_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	pytorch-0.3.1-py36had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	pytorch-0.3.1-py36hfbe7015_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	pytorch-0.4.0-py27hd73e86b_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	pytorch-0.4.0-py35hd73e86b_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	pytorch-0.4.0-py36hd73e86b_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-base-1.8.0-py27h4df133c_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-base-1.8.0-py35h4df133c_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-base-1.8.0-py36h4df133c_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.4.1-py27h01caf0a_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.4.1-py35h01caf0a_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.4.1-py36h01caf0a_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.5.0-py27had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.5.0-py35had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.5.0-py36had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.6.0-py27h5b7bae4_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.6.0-py27had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.6.0-py35h5b7bae4_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.6.0-py35had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.6.0-py36h5b7bae4_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.6.0-py36had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.7.0-py27h5b7bae4_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.7.0-py27had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.7.0-py35h5b7bae4_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.7.0-py35had95abb_0.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.7.0-py36h5b7bae4_1.tar.bz2
depends	->cudnn >=7.0.5,<=8.0a0	tensorflow-gpu-base-1.7.0-py36had95abb_0.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py27h16099b3_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py27h62894bf_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py27h7b71608_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py27hdb72b7a_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py35h16099b3_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py35h62894bf_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py35h7b71608_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py35hdb72b7a_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py36h16099b3_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py36h62894bf_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py36h7b71608_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py36hdb72b7a_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py37h16099b3_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py37h62894bf_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py37h7b71608_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	caffe-gpu-1.0-py37hdb72b7a_4.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	cupy-4.1.0-py27h0ee51e5_0.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	cupy-4.1.0-py35h0ee51e5_0.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	cupy-4.1.0-py36h0ee51e5_0.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	pytorch-0.4.1-py27ha74772b_0.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	pytorch-0.4.1-py35ha74772b_0.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	pytorch-0.4.1-py36ha74772b_0.tar.bz2
depends	->cudnn >=7.1.0,<=8.0a0	pytorch-0.4.1-py37ha74772b_0.tar.bz2
